ds,hour,day,Solar Energy Generated,Solar Energy Consumed,Excess Solar Energy,Total Energy Consumed,Carbon Intensity gCO₂eq/kWh (direct),CO2 Emissions,Battery Charge (kWh),Battery Discharge (kWh),Battery Level (kWh),Grid Energy Used (kWh),Adjusted CO2 Emissions (with Battery)
2024-09-08 12:00:00,12,8,39,109.17,0.0,5.0,43.07,215.35,0.0,0.0,6.36,5.0,215.35
2024-09-08 13:00:00,13,8,47,123.16,0.0,5.0,44.62,223.1,0.0,0.0,6.36,5.0,223.1
2024-09-08 14:00:00,14,8,50,126.06,0.0,4.0,45.42,181.68,0.0,0.0,6.36,4.0,181.68
2024-09-08 15:00:00,15,8,52,126.24,0.0,5.0,45.45,227.25,0.0,0.0,6.36,5.0,227.25
2024-09-08 16:00:00,16,8,51,119.94,0.0,192.55311554855024,46.7,8992.230496117296,0.0,0.0,6.36,192.55311554855024,8992.230496117296
2024-09-08 17:00:00,17,8,46,111.71,0.0,192.55311554855024,64.85,12487.069543323481,0.0,0.0,6.36,192.55311554855024,12487.069543323481
2024-09-08 18:00:00,18,8,38,89.63,0.0,5.644368648529053,115.0,649.1023945808411,0.0,5.644368648529053,0.7156313514709476,0.0,0.0
2024-09-08 19:00:00,19,8,29,42.7,0.0,27.36090087890625,124.23,3399.0447161865236,0.0,0.7156313514709476,0.0,26.645269527435303,3310.141833393288
2024-09-08 20:00:00,20,8,15,16.64,0.0,48.63086700439453,122.79,5971.384159469605,0.0,0.0,0.0,48.63086700439453,5971.384159469605
2024-09-08 21:00:00,21,8,6,1.2,4.8,80.57112121582031,121.03,9751.522800750732,0.0,0.0,0.0,80.57112121582031,9751.522800750732
2024-09-08 22:00:00,22,8,0,-0.06,0.06,98.88356018066406,114.89,11360.732229156494,0.0,0.0,0.0,98.88356018066406,11360.732229156494
2024-09-08 23:00:00,23,8,0,0.0,0.0,95.04366302490234,113.26,10764.64527420044,0.0,0.0,0.0,95.04366302490234,10764.64527420044
2024-09-09 00:00:00,0,9,0,0.0,0.0,95.60040283203124,113.58,10858.293753662108,0.0,0.0,0.0,95.60040283203124,10858.293753662108
2024-09-09 01:00:00,1,9,0,0.0,0.0,96.17947387695312,116.61,11215.488448791504,0.0,0.0,0.0,96.17947387695312,11215.488448791504
2024-09-09 02:00:00,2,9,0,0.0,0.0,95.47068786621094,115.92,11066.962137451172,0.0,0.0,0.0,95.47068786621094,11066.962137451172
2024-09-09 03:00:00,3,9,0,0.0,0.0,95.30282592773438,118.32,11276.230363769531,0.0,0.0,0.0,95.30282592773438,11276.230363769531
2024-09-09 04:00:00,4,9,0,0.0,0.0,95.09566497802734,127.02,12079.051365509033,0.0,0.0,0.0,95.09566497802734,12079.051365509033
2024-09-09 05:00:00,5,9,0,0.0,0.0,93.03085327148438,131.81,12262.396769714356,0.0,0.0,0.0,93.03085327148438,12262.396769714356
2024-09-09 06:00:00,6,9,0,0.0,0.0,94.35235595703124,128.8,12152.583447265624,0.0,0.0,0.0,94.35235595703124,12152.583447265624
2024-09-09 07:00:00,7,9,0,0.0,0.0,114.86345672607422,96.17,11046.418633346559,0.0,0.0,0.0,114.86345672607422,11046.418633346559
2024-09-09 08:00:00,8,9,0,0.2,0.0,686.3179931640625,59.4,40767.288793945314,0.0,0.0,0.0,686.3179931640625,40767.288793945314
2024-09-09 09:00:00,9,9,12,6.24,5.76,686.6978149414062,46.12,31670.503225097655,5.76,0.0,5.76,686.6978149414062,31670.503225097655
2024-09-09 10:00:00,10,9,46,39.69,6.310000000000002,637.1886596679688,45.19,28794.555530395508,6.310000000000002,0.0,12.070000000000002,637.1886596679688,28794.555530395508
2024-09-09 11:00:00,11,9,92,85.47,6.530000000000001,490.51513671875,45.55,22342.964477539062,6.530000000000001,0.0,18.6,490.51513671875,22342.964477539062
2024-09-09 12:00:00,12,9,116,118.78,0.0,501.64404296875,46.28,23216.08630859375,0.0,0.0,18.6,501.64404296875,23216.08630859375
2024-09-09 13:00:00,13,9,122,129.37,0.0,521.3634033203125,47.46,24743.907121582033,0.0,0.0,18.6,521.3634033203125,24743.907121582033
2024-09-09 14:00:00,14,9,119,131.73,0.0,417.1461181640625,45.95,19167.864129638674,0.0,0.0,18.6,417.1461181640625,19167.864129638674
2024-09-09 15:00:00,15,9,117,127.76,0.0,218.81570434570312,47.47,10387.181485290526,0.0,0.0,18.6,218.81570434570312,10387.181485290526
2024-09-09 16:00:00,16,9,114,121.16,0.0,248.27398681640625,58.19,14447.063292846678,0.0,0.0,18.6,248.27398681640625,14447.063292846678
2024-09-09 17:00:00,17,9,105,116.45,0.0,341.36834716796875,95.48,32593.849787597657,0.0,0.0,18.6,341.36834716796875,32593.849787597657
2024-09-09 18:00:00,18,9,89,95.49,0.0,386.3277587890625,137.72,53205.058940429684,0.0,18.6,0.0,367.7277587890625,50643.46694042969
2024-09-09 19:00:00,19,9,65,57.04,7.960000000000001,366.9236450195313,141.12,51780.26478515626,0.0,0.0,0.0,366.9236450195313,51780.26478515626
2024-09-09 20:00:00,20,9,23,16.16,6.84,361.2090759277344,134.1,48438.137081909175,0.0,0.0,0.0,361.2090759277344,48438.137081909175
2024-09-09 21:00:00,21,9,6,1.1,4.9,176.18948364257812,128.2,22587.491802978515,0.0,0.0,0.0,176.18948364257812,22587.491802978515
2024-09-09 22:00:00,22,9,0,-0.05,0.05,119.78425598144533,116.85,13996.790311431885,0.0,0.0,0.0,119.78425598144533,13996.790311431885
2024-09-09 23:00:00,23,9,0,0.0,0.0,115.14958190917967,114.16,13145.476270751951,0.0,0.0,0.0,115.14958190917967,13145.476270751951
2024-09-10 00:00:00,0,10,0,0.0,0.0,115.23706817626952,116.15,13384.785468673705,0.0,0.0,0.0,115.23706817626952,13384.785468673705
2024-09-10 01:00:00,1,10,0,0.0,0.0,115.68637084960938,117.62,13607.030939331054,0.0,0.0,0.0,115.68637084960938,13607.030939331054
2024-09-10 02:00:00,2,10,0,0.0,0.0,114.2372817993164,115.72,13219.538249816895,0.0,0.0,0.0,114.2372817993164,13219.538249816895
2024-09-10 03:00:00,3,10,0,0.0,0.0,117.59564208984376,121.5,14287.870513916017,0.0,0.0,0.0,117.59564208984376,14287.870513916017
2024-09-10 04:00:00,4,10,0,0.0,0.0,116.064697265625,127.58,14807.534077148437,0.0,0.0,0.0,116.064697265625,14807.534077148437
2024-09-10 05:00:00,5,10,0,0.0,0.0,114.82859802246094,137.75,15817.639377593994,0.0,0.0,0.0,114.82859802246094,15817.639377593994
2024-09-10 06:00:00,6,10,0,0.0,0.0,119.29401397705078,133.11,15879.226200485231,0.0,0.0,0.0,119.29401397705078,15879.226200485231
2024-09-10 07:00:00,7,10,0,0.0,0.0,123.92125701904295,96.96,12015.405080566405,0.0,0.0,0.0,123.92125701904295,12015.405080566405
2024-09-10 08:00:00,8,10,0,0.17,0.0,670.2109985351562,64.49,43221.907295532226,0.0,0.0,0.0,670.2109985351562,43221.907295532226
2024-09-10 09:00:00,9,10,12,6.21,5.79,647.0892944335938,53.64,34709.86975341797,5.79,0.0,5.79,647.0892944335938,34709.86975341797
2024-09-10 10:00:00,10,10,45,38.73,6.270000000000003,590.616943359375,48.51,28650.82792236328,6.270000000000003,0.0,12.060000000000002,590.616943359375,28650.82792236328
2024-09-10 11:00:00,11,10,90,83.76,6.239999999999995,500.5753173828125,46.35,23201.66596069336,6.239999999999995,0.0,18.299999999999997,500.5753173828125,23201.66596069336
2024-09-10 12:00:00,12,10,115,117.47,0.0,451.5714721679688,46.82,21142.5763269043,0.0,0.0,18.299999999999997,451.5714721679688,21142.5763269043
2024-09-10 13:00:00,13,10,122,131.71,0.0,231.4013519287109,48.91,11317.84012283325,0.0,0.0,18.299999999999997,231.4013519287109,11317.84012283325
2024-09-10 14:00:00,14,10,118,113.02,4.980000000000004,199.92857360839844,50.46,10088.395824279785,4.980000000000004,0.0,23.28,199.92857360839844,10088.395824279785
2024-09-10 15:00:00,15,10,115,119.19,0.0,152.03726196289062,52.74,8018.445195922852,0.0,0.0,23.28,152.03726196289062,8018.445195922852
2024-09-10 16:00:00,16,10,111,122.9,0.0,236.15460205078125,63.34,14958.032493896486,0.0,0.0,23.28,236.15460205078125,14958.032493896486
2024-09-10 17:00:00,17,10,102,115.16,0.0,396.3618469238281,97.38,38597.71665344238,0.0,0.0,23.28,396.3618469238281,38597.71665344238
2024-09-10 18:00:00,18,10,86,94.05,0.0,485.9939575195313,140.55,68306.45072937013,0.0,23.28,0.0,462.7139575195313,65034.446729370124
2024-09-10 19:00:00,19,10,63,55.52,7.479999999999997,488.4976806640625,148.87,72722.64972045898,0.0,0.0,0.0,488.4976806640625,72722.64972045898
2024-09-10 20:00:00,20,10,22,15.27,6.73,289.0710144042969,137.9,39862.89288635254,0.0,0.0,0.0,289.0710144042969,39862.89288635254
2024-09-10 21:00:00,21,10,6,0.97,5.03,89.00241088867188,130.44,11609.474476318359,0.0,0.0,0.0,89.00241088867188,11609.474476318359
2024-09-10 22:00:00,22,10,0,-0.07,0.07,111.2553253173828,113.34,12609.678571472166,0.0,0.0,0.0,111.2553253173828,12609.678571472166
2024-09-10 23:00:00,23,10,0,0.0,0.0,117.63981628417967,109.41,12870.972299652098,0.0,0.0,0.0,117.63981628417967,12870.972299652098
2024-09-11 00:00:00,0,11,0,0.07,0.0,121.33893585205078,107.92,13094.89795715332,0.0,0.0,0.0,121.33893585205078,13094.89795715332
2024-09-11 01:00:00,1,11,0,-0.07,0.07,120.7676773071289,107.2,12946.29500732422,0.07,0.0,0.07,120.7676773071289,12946.29500732422
2024-09-11 02:00:00,2,11,0,0.0,0.0,114.2770538330078,104.8,11976.235241699216,0.0,0.0,0.07,114.2770538330078,11976.235241699216
2024-09-11 03:00:00,3,11,0,0.0,0.0,115.37044525146484,108.07,12468.084018325804,0.0,0.0,0.07,115.37044525146484,12468.084018325804
2024-09-11 04:00:00,4,11,0,0.0,0.0,106.57669067382812,115.46,12305.344705200194,0.0,0.0,0.07,106.57669067382812,12305.344705200194
2024-09-11 05:00:00,5,11,0,0.0,0.0,109.87834167480467,124.16,13642.494902343748,0.0,0.0,0.07,109.87834167480467,13642.494902343748
2024-09-11 06:00:00,6,11,0,0.0,0.0,118.72966003417967,127.6,15149.904620361325,0.0,0.0,0.07,118.72966003417967,15149.904620361325
2024-09-11 07:00:00,7,11,0,0.0,0.0,128.74319458007812,89.66,11543.114826049805,0.0,0.0,0.07,128.74319458007812,11543.114826049805
2024-09-11 08:00:00,8,11,2,0.0,2.0,540.6737670898438,63.1,34116.51470336914,2.0,0.0,2.07,540.6737670898438,34116.51470336914
2024-09-11 09:00:00,9,11,14,0.0,14.0,494.1964111328125,53.55,26464.21781616211,14.0,0.0,16.07,494.1964111328125,26464.21781616211
2024-09-11 10:00:00,10,11,45,0.0,45.0,463.549560546875,50.37,23348.991364746093,45.0,0.0,61.07,463.549560546875,23348.991364746093
2024-09-11 11:00:00,11,11,86,0.0,86.0,301.1111755371094,49.26,14832.736506958006,38.93,0.0,100.0,301.1111755371094,14832.736506958006
2024-09-11 12:00:00,12,11,110,0.0,110.0,296.79107666015625,49.27,14622.8963470459,0.0,0.0,100.0,296.79107666015625,14622.8963470459
2024-09-11 13:00:00,13,11,117,0.0,117.0,377.2888793945313,50.01,18868.21685852051,0.0,0.0,100.0,377.2888793945313,18868.21685852051
2024-09-11 14:00:00,14,11,115,0.0,115.0,300.2247009277344,48.82,14656.969899291993,0.0,0.0,100.0,300.2247009277344,14656.969899291993
2024-09-11 15:00:00,15,11,115,0.0,115.0,324.97607421875,53.13,17265.97882324219,0.0,0.0,100.0,324.97607421875,17265.97882324219
2024-09-11 16:00:00,16,11,110,0.0,110.0,315.2943725585937,63.41,19992.816163940424,0.0,0.0,100.0,315.2943725585937,19992.816163940424
2024-09-11 17:00:00,17,11,97,0.0,97.0,331.58135986328125,99.95,33141.556918334965,0.0,0.0,100.0,331.58135986328125,33141.556918334965
2024-09-11 18:00:00,18,11,81,0.0,81.0,372.5239868164063,136.97,51024.61047424317,0.0,100.0,0.0,272.5239868164063,37327.61047424317
2024-09-11 19:00:00,19,11,53,0.0,53.0,424.8853759765625,143.47,60958.304891357424,0.0,0.0,0.0,424.8853759765625,60958.304891357424
2024-09-11 20:00:00,20,11,18,0.0,18.0,427.5654296875,140.82,60209.76380859375,0.0,0.0,0.0,427.5654296875,60209.76380859375
2024-09-11 21:00:00,21,11,4,0.0,4.0,88.76010131835938,135.27,12006.578905334474,0.0,0.0,0.0,88.76010131835938,12006.578905334474
2024-09-11 22:00:00,22,11,0,0.0,0.0,103.42652893066406,124.77,12904.528014678956,0.0,0.0,0.0,103.42652893066406,12904.528014678956
2024-09-11 23:00:00,23,11,0,0.0,0.0,100.892578125,120.4,12147.466406250001,0.0,0.0,0.0,100.892578125,12147.466406250001
2024-09-12 00:00:00,0,12,0,0.0,0.0,100.81192779541016,120.71,12169.007804183959,0.0,0.0,0.0,100.81192779541016,12169.007804183959
2024-09-12 01:00:00,1,12,0,0.0,0.0,100.8756866455078,116.1,11711.667219543455,0.0,0.0,0.0,100.8756866455078,11711.667219543455
2024-09-12 02:00:00,2,12,0,0.0,0.0,101.10450744628906,113.12,11436.94188232422,0.0,0.0,0.0,101.10450744628906,11436.94188232422
2024-09-12 03:00:00,3,12,0,0.0,0.0,102.21453094482422,120.68,12335.249594421388,0.0,0.0,0.0,102.21453094482422,12335.249594421388
2024-09-12 04:00:00,4,12,0,0.0,0.0,104.18125915527344,133.94,13954.037851257324,0.0,0.0,0.0,104.18125915527344,13954.037851257324
2024-09-12 05:00:00,5,12,0,0.0,0.0,103.3150863647461,144.26,14904.23435897827,0.0,0.0,0.0,103.3150863647461,14904.23435897827
2024-09-12 06:00:00,6,12,0,0.0,0.0,106.68739318847656,144.69,15436.598920440674,0.0,0.0,0.0,106.68739318847656,15436.598920440674
2024-09-12 07:00:00,7,12,0,0.0,0.0,119.8160400390625,120.32,14416.265937499998,0.0,0.0,0.0,119.8160400390625,14416.265937499998
2024-09-12 08:00:00,8,12,0,0.0,0.0,500.4850158691406,84.45,42265.95959014893,0.0,0.0,0.0,500.4850158691406,42265.95959014893
2024-09-12 09:00:00,9,12,11,6.97,4.03,473.1716613769531,58.68,27765.71308959961,4.03,0.0,4.03,473.1716613769531,27765.71308959961
2024-09-12 10:00:00,10,12,37,37.57,0.0,468.0958557128906,49.15,23006.911308288574,0.0,0.0,4.03,468.0958557128906,23006.911308288574
2024-09-12 11:00:00,11,12,77,78.96,0.0,377.15869140625,45.33,17096.603481445312,0.0,0.0,4.03,377.15869140625,17096.603481445312
2024-09-12 12:00:00,12,12,103,108.43,0.0,391.2279357910156,45.37,17750.011446838376,0.0,0.0,4.03,391.2279357910156,17750.011446838376
2024-09-12 13:00:00,13,12,112,129.1,0.0,356.7853088378906,46.47,16579.813301696777,0.0,0.0,4.03,356.7853088378906,16579.813301696777
2024-09-12 14:00:00,14,12,110,139.2,0.0,271.680419921875,48.28,13116.730673828126,0.0,0.0,4.03,271.680419921875,13116.730673828126
2024-09-12 15:00:00,15,12,109,138.81,0.0,448.3574523925781,48.49,21740.852866516114,0.0,0.0,4.03,448.3574523925781,21740.852866516114
2024-09-12 16:00:00,16,12,107,129.16,0.0,298.7010803222656,61.5,18370.116439819336,0.0,0.0,4.03,298.7010803222656,18370.116439819336
2024-09-12 17:00:00,17,12,98,113.06,0.0,444.091552734375,96.22,42730.48920410156,0.0,0.0,4.03,444.091552734375,42730.48920410156
2024-09-12 18:00:00,18,12,82,96.6,0.0,449.03411865234375,120.8,54243.321533203125,0.0,4.03,0.0,445.0041186523438,53756.497533203124
2024-09-12 19:00:00,19,12,58,55.35,2.6499999999999986,484.3775634765625,129.04,62504.08079101562,0.0,0.0,0.0,484.3775634765625,62504.08079101562
2024-09-12 20:00:00,20,12,21,14.13,6.869999999999999,474.37347412109375,128.98,61184.69069213867,0.0,0.0,0.0,474.37347412109375,61184.69069213867
2024-09-12 21:00:00,21,12,6,0.69,5.3100000000000005,106.59304809570312,115.73,12336.013456115723,0.0,0.0,0.0,106.59304809570312,12336.013456115723
2024-09-12 22:00:00,22,12,0,0.0,0.0,104.85816955566406,93.54,9808.433180236818,0.0,0.0,0.0,104.85816955566406,9808.433180236818
2024-09-12 23:00:00,23,12,0,0.0,0.0,101.4822006225586,89.16,9048.153007507324,0.0,0.0,0.0,101.4822006225586,9048.153007507324
2024-09-13 00:00:00,0,13,0,0.0,0.0,102.06851196289062,95.39,9736.315356140136,0.0,0.0,0.0,102.06851196289062,9736.315356140136
2024-09-13 01:00:00,1,13,0,0.0,0.0,99.30403137207033,96.9,9622.560639953615,0.0,0.0,0.0,99.30403137207033,9622.560639953615
2024-09-13 02:00:00,2,13,0,0.0,0.0,100.1313934326172,95.79,9591.586176910403,0.0,0.0,0.0,100.1313934326172,9591.586176910403
2024-09-13 03:00:00,3,13,0,0.0,0.0,100.16041564941406,96.53,9668.48492263794,0.0,0.0,0.0,100.16041564941406,9668.48492263794
2024-09-13 04:00:00,4,13,0,0.0,0.0,100.0029754638672,96.49,9649.287102508546,0.0,0.0,0.0,100.0029754638672,9649.287102508546
2024-09-13 05:00:00,5,13,0,0.0,0.0,99.70640563964844,105.16,10485.125617065429,0.0,0.0,0.0,99.70640563964844,10485.125617065429
2024-09-13 06:00:00,6,13,0,0.0,0.0,98.27112579345705,105.93,10409.860355300905,0.0,0.0,0.0,98.27112579345705,10409.860355300905
2024-09-13 07:00:00,7,13,0,0.0,0.0,110.50020599365234,79.28,8760.456331176758,0.0,0.0,0.0,110.50020599365234,8760.456331176758
2024-09-13 08:00:00,8,13,0,0.11,0.0,516.9450073242188,55.37,28623.24505554199,0.0,0.0,0.0,516.9450073242188,28623.24505554199
2024-09-13 09:00:00,9,13,14,5.63,8.370000000000001,375.7688598632813,47.56,17871.56697509766,8.370000000000001,0.0,8.370000000000001,375.7688598632813,17871.56697509766
2024-09-13 10:00:00,10,13,50,39.75,10.25,366.90325927734375,46.85,17189.417697143555,10.25,0.0,18.62,366.90325927734375,17189.417697143555
2024-09-13 11:00:00,11,13,93,87.75,5.25,266.89794921875,46.75,12477.479125976562,5.25,0.0,23.87,266.89794921875,12477.479125976562
2024-09-13 12:00:00,12,13,116,126.09,0.0,258.9839782714844,46.95,12159.297779846192,0.0,0.0,23.87,258.9839782714844,12159.297779846192
2024-09-13 13:00:00,13,13,122,144.39,0.0,242.98117065429688,47.16,11458.992008056639,0.0,0.0,23.87,242.98117065429688,11458.992008056639
2024-09-13 14:00:00,14,13,119,141.51,0.0,262.92266845703125,47.47,12480.939071655273,0.0,0.0,23.87,262.92266845703125,12480.939071655273
2024-09-13 15:00:00,15,13,118,148.11,0.0,390.4342651367188,46.75,18252.801895141605,0.0,0.0,23.87,390.4342651367188,18252.801895141605
2024-09-13 16:00:00,16,13,116,141.09,0.0,308.2315979003906,47.75,14718.058799743652,0.0,0.0,23.87,308.2315979003906,14718.058799743652
2024-09-13 17:00:00,17,13,106,127.84,0.0,369.8477783203125,62.68,23182.05874511719,0.0,0.0,23.87,369.8477783203125,23182.05874511719
2024-09-13 18:00:00,18,13,89,96.41,0.0,395.72564697265625,86.43,34202.567667846684,0.0,23.87,0.0,371.85564697265625,32139.48356784668
2024-09-13 19:00:00,19,13,68,50.95,17.049999999999997,454.52734375,84.84,38562.09984375,0.0,0.0,0.0,454.52734375,38562.09984375
2024-09-13 20:00:00,20,13,28,14.98,13.02,316.37969970703125,73.26,23177.97680053711,0.0,0.0,0.0,316.37969970703125,23177.97680053711
2024-09-13 21:00:00,21,13,9,0.63,8.37,114.4257354736328,59.91,6855.24581222534,0.0,0.0,0.0,114.4257354736328,6855.24581222534
2024-09-13 22:00:00,22,13,0,0.0,0.0,124.24267578125,54.68,6793.58951171875,0.0,0.0,0.0,124.24267578125,6793.58951171875
2024-09-13 23:00:00,23,13,0,0.0,0.0,132.09689331054688,52.36,6916.593333740234,0.0,0.0,0.0,132.09689331054688,6916.593333740234
2024-09-14 00:00:00,0,14,0,0.0,0.0,124.20367431640624,52.1,6471.011431884765,0.0,0.0,0.0,124.20367431640624,6471.011431884765
2024-09-14 01:00:00,1,14,0,0.0,0.0,117.62808227539062,56.89,6691.861600646973,0.0,0.0,0.0,117.62808227539062,6691.861600646973
2024-09-14 02:00:00,2,14,0,0.0,0.0,110.90330505371094,58.47,6484.516246490479,0.0,0.0,0.0,110.90330505371094,6484.516246490479
2024-09-14 03:00:00,3,14,0,0.0,0.0,112.86410522460938,63.34,7148.8124249267585,0.0,0.0,0.0,112.86410522460938,7148.8124249267585
2024-09-14 04:00:00,4,14,0,0.0,0.0,107.3114013671875,67.28,7219.911083984375,0.0,0.0,0.0,107.3114013671875,7219.911083984375
2024-09-14 05:00:00,5,14,0,0.0,0.0,104.97615051269533,69.17,7261.200330963136,0.0,0.0,0.0,104.97615051269533,7261.200330963136
2024-09-14 06:00:00,6,14,0,0.0,0.0,104.85877990722656,70.09,7349.55188369751,0.0,0.0,0.0,104.85877990722656,7349.55188369751
2024-09-14 07:00:00,7,14,0,0.0,0.0,104.74919128417967,56.42,5909.949372253417,0.0,0.0,0.0,104.74919128417967,5909.949372253417
2024-09-14 08:00:00,8,14,3,0.16,2.84,101.89856719970705,41.65,4244.075323867798,2.84,0.0,2.84,101.89856719970705,4244.075323867798
2024-09-14 09:00:00,9,14,9,5.87,3.13,71.18952941894531,35.21,2506.5833308410647,3.13,0.0,5.97,71.18952941894531,2506.5833308410647
2024-09-14 10:00:00,10,14,18,19.25,0.0,46.49437713623047,34.19,1589.6427542877195,0.0,0.0,5.97,46.49437713623047,1589.6427542877195
2024-09-14 11:00:00,11,14,29,12.15,16.85,52.83185577392578,37.36,1973.7981317138672,16.85,0.0,22.82,52.83185577392578,1973.7981317138672
2024-09-14 12:00:00,12,14,41,92.16,0.0,14.154302597045898,38.51,545.0821930122376,0.0,0.0,22.82,14.154302597045898,545.0821930122376
2024-09-14 13:00:00,13,14,52,122.86,0.0,5.163780212402344,37.95,195.96545906066896,0.0,0.0,22.82,5.163780212402344,195.96545906066896
2024-09-14 14:00:00,14,14,56,124.59,0.0,4.836219787597656,37.68,182.22876159667967,0.0,0.0,22.82,4.836219787597656,182.22876159667967
2024-09-14 15:00:00,15,14,58,121.42,0.0,5.0,39.2,196.0,0.0,0.0,22.82,5.0,196.0
2024-09-14 16:00:00,16,14,56,116.28,0.0,5.636226654052734,48.15,271.38431339263917,0.0,0.0,22.82,5.636226654052734,271.38431339263917
2024-09-14 17:00:00,17,14,50,108.61,0.0,5.363773345947266,84.88,455.27708160400385,0.0,0.0,22.82,5.363773345947266,455.27708160400385
2024-09-14 18:00:00,18,14,41,86.2,0.0,6.688124656677246,108.52,725.7952877426147,0.0,6.688124656677246,16.131875343322754,0.0,0.0
2024-09-14 19:00:00,19,14,30,41.76,0.0,27.12138557434082,104.43,2832.286295528412,0.0,16.131875343322754,0.0,10.989510231018066,1147.6345534252166
2024-09-14 20:00:00,20,14,15,12.09,2.91,56.94522857666016,93.7,5335.767917633058,0.0,0.0,0.0,56.94522857666016,5335.767917633058
2024-09-14 21:00:00,21,14,7,0.41,6.59,85.67350006103516,87.65,7509.282280349732,0.0,0.0,0.0,85.67350006103516,7509.282280349732
2024-09-14 22:00:00,22,14,0,0.0,0.0,100.95977020263672,82.83,8362.4977658844,0.0,0.0,0.0,100.95977020263672,8362.4977658844
2024-09-14 23:00:00,23,14,0,0.0,0.0,103.44253540039062,81.07,8386.086344909667,0.0,0.0,0.0,103.44253540039062,8386.086344909667
2024-09-15 00:00:00,0,15,0,0.0,0.0,100.44373321533205,84.17,8454.349024734498,0.0,0.0,0.0,100.44373321533205,8454.349024734498
2024-09-15 01:00:00,1,15,0,0.0,0.0,97.64053344726562,87.14,8508.396084594726,0.0,0.0,0.0,97.64053344726562,8508.396084594726
2024-09-15 02:00:00,2,15,0,0.0,0.0,97.8975067138672,87.2,8536.66258544922,0.0,0.0,0.0,97.8975067138672,8536.66258544922
2024-09-15 03:00:00,3,15,0,0.0,0.0,95.50138854980467,88.08,8411.762303466796,0.0,0.0,0.0,95.50138854980467,8411.762303466796
2024-09-15 04:00:00,4,15,0,0.0,0.0,94.33045959472656,87.95,8296.363921356202,0.0,0.0,0.0,94.33045959472656,8296.363921356202
2024-09-15 05:00:00,5,15,0,0.0,0.0,92.73838806152344,85.49,7928.204795379638,0.0,0.0,0.0,92.73838806152344,7928.204795379638
2024-09-15 06:00:00,6,15,0,0.0,0.0,94.07664489746094,81.74,7689.824953918456,0.0,0.0,0.0,94.07664489746094,7689.824953918456
2024-09-15 07:00:00,7,15,0,0.0,0.0,97.36053466796876,60.38,5878.629083251954,0.0,0.0,0.0,97.36053466796876,5878.629083251954
2024-09-15 08:00:00,8,15,3,0.1,2.9,93.75188446044922,46.23,4334.149618606567,2.9,0.0,2.9,93.75188446044922,4334.149618606567
2024-09-15 09:00:00,9,15,8,5.52,2.4800000000000004,64.95468139648438,41.19,2675.483326721191,2.4800000000000004,0.0,5.380000000000001,64.95468139648438,2675.483326721191
2024-09-15 10:00:00,10,15,17,32.33,0.0,50.19127655029297,43.52,2184.32435546875,0.0,0.0,5.380000000000001,50.19127655029297,2184.32435546875
2024-09-15 11:00:00,11,15,29,14.39,14.61,59.03826904296875,44.01,2598.2742205810546,14.61,0.0,19.990000000000002,59.03826904296875,2598.2742205810546
2024-09-15 12:00:00,12,15,41,11.89,29.11,59.77054214477539,41.91,2504.983421287536,29.11,0.0,49.1,59.77054214477539,2504.983421287536
2024-09-15 13:00:00,13,15,52,12.17,39.83,54.35429382324219,42.58,2314.405830993652,39.83,0.0,88.93,54.35429382324219,2314.405830993652
2024-09-15 14:00:00,14,15,55,90.44,0.0,18.119340896606445,43.02,779.4940453720093,0.0,0.0,88.93,18.119340896606445,779.4940453720093
2024-09-15 15:00:00,15,15,57,117.0,0.0,5.5649614334106445,42.33,235.56481747627257,0.0,0.0,88.93,5.5649614334106445,235.56481747627257
2024-09-15 16:00:00,16,15,55,115.5,0.0,5.435038566589356,42.78,232.51094987869268,0.0,0.0,88.93,5.435038566589356,232.51094987869268
2024-09-15 17:00:00,17,15,49,107.17,0.0,7.187439918518066,57.46,412.9902977180481,0.0,0.0,88.93,7.187439918518066,412.9902977180481
2024-09-15 18:00:00,18,15,40,85.35,0.0,7.812560081481934,75.65,591.0201701641083,0.0,7.812560081481934,81.11743991851807,0.0,0.0
2024-09-15 19:00:00,19,15,30,45.64,0.0,30.25809669494629,73.34,2219.128811607361,0.0,30.25809669494629,50.859343223571784,0.0,0.0
2024-09-15 20:00:00,20,15,15,12.5,2.5,62.04209899902344,68.52,4251.124623413086,0.0,50.859343223571784,0.0,11.182755775451653,766.2424257339472
2024-09-15 21:00:00,21,15,6,0.5,5.5,93.36869049072266,62.09,5797.26199256897,0.0,0.0,0.0,93.36869049072266,5797.26199256897
2024-09-15 22:00:00,22,15,0,0.0,0.0,109.2121124267578,60.99,6660.846736907958,0.0,0.0,0.0,109.2121124267578,6660.846736907958
2024-09-15 23:00:00,23,15,0,0.0,0.0,108.335693359375,65.63,7110.07155517578,0.0,0.0,0.0,108.335693359375,7110.07155517578
2024-09-16 00:00:00,0,16,0,0.0,0.0,103.65918731689452,65.37,6776.201074905395,0.0,0.0,0.0,103.65918731689452,6776.201074905395
2024-09-16 01:00:00,1,16,0,0.0,0.0,96.69256591796876,61.11,5908.882703247071,0.0,0.0,0.0,96.69256591796876,5908.882703247071
2024-09-16 02:00:00,2,16,0,0.0,0.0,93.42940521240234,62.61,5849.61506034851,0.0,0.0,0.0,93.42940521240234,5849.61506034851
2024-09-16 03:00:00,3,16,0,0.0,0.0,92.62625122070312,61.84,5728.0073754882815,0.0,0.0,0.0,92.62625122070312,5728.0073754882815
